Site,Latitude,Longitude,Date,Air Temperature (CÂ°),Air Temperature Uncertainty (CÂ°),Wind Direction at 3m (Â°N),Wind Direction at 3m Uncertainty (Â°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),Wind Speed at 3m (std dev) Uncertainty (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),GHI(Computed)
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/1/2017 0:00,15.5,0.5,48,4,4.1,0.1,1.5,2557.729545,1592.1,457.2,588.5,5395.1,1273.2,2210.9,4453.5,957.5,690.9,14.4,0.1,35.4,3,915.1,4.6,2197.0073
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/2/2017 0:00,12.5,0.5,54,4,4,0.1,1.7,2557.729545,2183,544.9,566.1,3572.6,1599.8,2618.8,4382.4,1194.6,1301.2,19.5,0.1,45.5,3,915.3,4.6,1552.778189
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/3/2017 0:00,19.9,0.5,86,4,5,0.1,1.9,2557.729545,2812.6,789.4,765.3,3552.7,1163.2,2252.8,5313.7,1263.1,1252.7,16.3,0.1,40.5,3,911.5,4.6,1547.260403
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/4/2017 0:00,27.5,0.5,72,4,4.2,0.1,1.8,2557.729545,3176.3,836.1,693.6,4950.9,1569.5,2131.4,6906.3,1551.9,1057.6,16.5,0.1,20.8,3,912.2,4.6,2043.447477
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/5/2017 0:00,32.1,0.5,62,4,4.1,0.1,1.7,2557.729545,3651.4,897.2,742.9,4332.6,1179.8,1575.9,7135.2,1486.9,596.6,19.7,0.1,19.4,3,909.9,4.6,1825.095007
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/6/2017 0:00,35,0.5,18,4,4.2,0.1,1.9,2557.729545,2687.6,877.9,878.3,7045.4,1727.9,1812.8,8050.4,1614.6,425.3,15.7,0.1,10.3,3,906.8,4.5,2783.924859
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/9/2017 0:00,33,0.5,43,3.7,3.3,0.1,1.5,2557.729545,2178.3,237.1,368.1,6788.4,804.6,955,7016.5,780.6,358.3,15.5,0.1,11.4,3,909.2,4.5,2690.871017
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/10/2017 0:00,28.3,0.5,110,4,3.5,0.1,1.3,2557.729545,1682.9,125.9,341.2,7268.5,495,725.4,6247.4,403,254.1,12,0.1,17.3,3,913,4.6,2861.313793
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/11/2017 0:00,20.5,0.5,98,4,3.7,0.1,1.4,2557.729545,1551.5,154.7,473,5817.6,485.2,2313.4,4778.9,331,984.1,11.5,0.1,36.4,3,914.9,4.6,2347.964059
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/3/2018 0:00,23.4,0.5,88,4,4.2,0.1,1.7,2557.729545,2321.5,681.2,775.9,6119.7,1773.2,2222.8,6516.1,1436,834.3,15.7,0.1,24.6,3,912.7,4.6,2456.114788
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/4/2018 0:00,23.9,0.5,87,4,4.4,0.1,2,2557.729545,3398,921.2,747.7,3732.5,1230.2,2040.2,6333.4,1476.3,1445.6,22.4,0.1,37.1,3,910.3,4.6,1613.24437
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/5/2018 0:00,30.2,0.5,67,4,4.7,0.1,2.1,2557.729545,3305.2,818.4,699.1,4630.5,1261.8,1734.2,6973.1,1477.4,729.2,20.8,0.1,19.2,3,909.3,4.6,1929.164815
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/6/2018 0:00,34.9,0.5,356,3.7,4.2,0.1,1.9,2557.729545,2911.6,774.2,626.6,5774.3,1419.3,1251,7410.6,1489,302.1,15.7,0.1,12.7,3,906.1,4.5,2332.812967
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/7/2018 0:00,35.5,0.5,349,3.8,4.1,0.1,1.9,2557.729545,2646.8,619.1,546.8,5873.9,1363.4,1212.5,7248.4,1443.4,373.9,18.1,0.1,11.9,3,903.8,4.5,2366.349788
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/8/2018 0:00,34.9,0.5,5,4,3.8,0.1,1.8,2557.729545,2200.2,562.7,578.1,6321.8,1540.1,1272.1,6973.3,1403.6,302.9,17.1,0.1,13.1,3,905.2,4.5,2524.370679
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/9/2018 0:00,34.1,0.5,50,4,3.8,0.1,1.6,2557.729545,2148.2,544.9,323,5530.4,1292.1,820.5,6134.3,1285,328.5,15.2,0.1,14.1,3,909.3,4.6,2243.756575
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/10/2018 0:00,26.6,0.5,77,4,3.3,0.1,1.4,2557.729545,1889.3,574.4,631.1,4590.4,1351.8,2227.8,4837.2,1122.8,1049.1,16.3,0.1,31.7,3,914,4.6,1912.180361
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/11/2018 0:00,18.6,0.5,69,3.7,4.2,0.1,1.7,2557.729545,1939.7,540.4,518.2,3934.5,1374.3,2047.5,4170.4,954.3,766.1,20,0.1,61.9,3,914.7,4.5,1684.562837
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/12/2018 0:00,16.2,0.5,92,4,4,0.1,1.5,2557.729545,1421.4,398.7,368,5444.5,1377.2,1520.4,4232.3,889.8,429.5,12.3,0.1,53.7,3,915.9,4.6,2218.01364
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/1/2019 0:00,16.3,0.5,132,4,4.2,0.1,1.5,2557.729545,2091.7,478.9,601.9,4040.2,1224.2,1563.7,4320.6,880.4,291.1,14.4,0.1,38.3,3,915.5,4.6,1717.810955
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/2/2019 0:00,15.8,0.5,73,4,4.3,0.1,1.7,2557.729545,2088.4,232.6,739.5,5041.8,647.4,2269.4,5126.5,503.8,649.1,17.9,0.1,39.8,3,914.1,4.6,2074.128937
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/3/2019 0:00,18.5,0.5,82,4,4.7,0.1,1.9,2557.729545,2449.2,412.6,945.8,5593.9,746.3,2481.7,6260.1,842.4,761.3,17.1,0.1,29.3,3,912,4.6,2269.736773
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/4/2019 0:00,23,0.5,72,4,4.5,0.1,2,2557.729545,3001.1,688.9,776.9,4740.9,1600.1,2503.8,6572.3,1542.7,1317.7,23.7,0.1,33.8,3,911.1,4.6,1969.818612
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/5/2019 0:00,30,0.5,135,4,3.7,0.1,1.9,2557.729545,3106.9,745.4,711.2,4519.9,1473,2287.9,6652.3,1516.5,1300.6,24.5,0.1,23.2,3,910.1,4.6,1889.957798
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/6/2019 0:00,35.7,0.5,19,4,3.7,0.1,1.7,2557.729545,2665.4,831.3,784.3,6523.1,1654.6,1981,7644.4,1613.7,657.6,15.7,0.1,12.2,3,907,4.5,2598.472898
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/7/2019 0:00,35.8,0.5,4,4,4.2,0.1,1.8,2557.729545,2377.9,241.7,649.9,7498.8,541.7,1481.3,8069.1,495.5,353.4,18.1,0.1,11.8,3,904.2,4.5,2943.610559
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/8/2019 0:00,35.2,0.5,352,4,3.8,0.1,1.7,2557.729545,2122.5,169.3,463.6,7538.9,510.2,1056.5,7727.3,468.9,282.2,15.7,0.1,12.1,3,905.5,4.5,2957.112011
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/9/2019 0:00,33.4,0.5,56,4,3.6,0.1,1.5,2557.729545,2000,176,484.6,7014.8,526.6,1148,6933.8,432.6,309.9,13.9,0.1,15.8,3,908.7,4.6,2771.507887
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/10/2019 0:00,28.9,0.5,99,4,3.5,0.1,1.5,2557.729545,1793,138.9,424.3,6434.5,459.7,1107.1,5863.3,376.2,348.1,15.5,0.1,23.9,3,912.5,4.6,2566.297755
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/11/2019 0:00,19.7,0.5,92,4,3.8,0.1,1.6,2557.729545,1792,144.2,462.6,4585.7,408.2,2419.8,4330.5,312.6,1040.2,13.3,0.1,45.1,3,914.6,4.6,1912.234301
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/12/2019 0:00,15.8,0.5,78,4,3.9,0.1,1.7,2557.729545,1308.1,124.2,537.5,5898.7,516.7,2411.9,4290.2,289.4,642,13.3,0.1,47.8,3,914.8,4.6,2377.559274
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/1/2020 0:00,12.9,0.5,35,4,3.8,0.1,1.6,2557.729545,1245.2,381.5,505.9,6602.5,1735.8,2001.6,4711.8,1053.3,885.3,13.9,0.1,42.8,3,915,4.6,2626.408995
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/2/2020 0:00,17.1,0.5,98,4,4.2,0.1,1.7,2557.729545,2102.5,629.8,771.8,5382.8,1772.9,2286.5,5374.6,1234.6,682.4,19.5,0.1,28.7,3,914.9,4.6,2193.598032
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/3/2020 0:00,20.8,0.5,50,4,4.1,0.1,1.7,2557.729545,2661.8,732.3,795,5521.4,1570.2,2185.4,6459.8,1352.7,775.5,17.9,0.1,25.9,3,911.5,4.6,2244.27925
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/4/2020 0:00,25.4,0.6,83,4.7,4.7,0.1,2.1,2557.729545,3234.6,1104,678.9,4214.9,1620.2,1929.2,6450.3,1731.9,955.1,16,0.1,31.9,3.5,910.6,5.4,1783.395818
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/5/2020 0:00,31.1,0.5,44,4,4.1,0.1,1.6,2557.729545,3115.5,833.3,802.9,5659.6,1552.9,2159.5,7466.7,1573.7,828.8,13.9,0.1,16.7,3,910.4,4.6,2294.477542
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/9/2020 0:00,32.8,0.5,41,4,3.3,0.1,1.6,2557.729545,1985.8,528.3,418.6,6821.4,1599.8,1234.7,6797.3,1404.8,441.4,15.7,0.1,15,3,908.8,4.5,2702.392794
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/10/2020 0:00,25.8,0.5,46,4,3,0.1,1.2,2557.729545,1182.8,315.8,264.6,8258,1742.2,687.9,6225.2,1269.6,290,11.2,0.1,16.5,3,913.4,4.6,3210.912029
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/11/2020 0:00,21.3,0.5,119,4,3.7,0.1,1.3,2557.729545,1291.5,414.6,394.8,6331.5,1633.8,2300.4,4766.4,1085.2,964.3,13.6,0.1,37.4,3,914.8,4.6,2530.004493
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/12/2020 0:00,15.1,0.5,77,4,4.1,0.1,1.5,2557.729545,1383,468,476.6,5451.7,1464.6,1979.5,4173.6,893,688.3,14.4,0.1,52.1,3,916,4.6,2219.9643
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/1/2021 0:00,14.3,0.5,77,4,4.1,0.1,1.6,2557.729545,1493.6,464.9,486.1,5712,1538.9,2089.7,4551.4,988.7,714,14.9,0.1,43.8,3,916,4.6,2311.240693
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/2/2021 0:00,16.2,0.5,72,4,4.3,0.1,1.9,2557.729545,1831.4,618.5,819.1,5467.6,1757.4,3040.7,5049.4,1207.6,1125.7,13.1,0.1,40.3,3,914.7,4.6,2224.871138
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/10/2021 0:00,28.5,0.5,68,4,3.5,0.1,1.5,2557.729545,1655.6,119,344.5,6715,446.5,989.7,5891.9,373.8,412.8,13.9,0.1,20.3,3,913.1,4.6,2664.887406
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/11/2021 0:00,21.6,0.5,73,4,3.1,0.1,1.7,2557.729545,1419.9,119,341.6,6272.1,457.5,1051.2,4901.4,318.3,317.8,14.1,0.1,31.1,3,914.8,4.6,2508.122293
Riyadh - K.A.CARE City T2,24.52958,46.43635,1/12/2021 0:00,16.2,0.5,81,4,3.1,0.1,1.7,2557.729545,1548.3,143,536.8,4877.7,458.7,2415.2,4047.2,279,800.5,14.7,0.1,38.6,3,915.8,4.6,2013.610471
Hail - TVTC,27.65261,41.70826,1/6/2017 0:00,27.05404255,0.501276596,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,2103.821875,394.7862069,753.3756466,5305.225564,969.9230934,1907.256391,5670.223118,831.2711828,624.7848387,12.8990172,3.725552826,37.16,50.09031915,902.6257855,4.75745165,2165.488543
Dammam - IAFU,26.394974,50.188715,1/1/2017 0:00,16.9,0.5,316,4,3.1,0.1,1.6,2557.729545,1650.3,401.2,456.9,3329.7,925.5,1630.7,3406.4,781,497.1,13.9,0.1,61.2,3,1016.7,5.1,1496.632151
Dammam - IAFU,26.394974,50.188715,1/2/2017 0:00,15.3,0.5,331,4,3.1,0.1,1.7,2557.729545,1811.4,531.1,561.4,3093.4,1333,2505.4,3697.9,1077.2,1610.2,15.7,0.1,59.1,3,1017.7,5.1,1412.881284
Dammam - IAFU,26.394974,50.188715,1/3/2017 0:00,20.5,0.5,25,4,2.8,0.1,1.6,2557.729545,2367.4,658.9,799.5,2678.7,1234.5,2338.9,4194,1131,1673.9,16.5,0.1,61.7,3,1012,5.1,1267.294239
Dammam - IAFU,26.394974,50.188715,1/4/2017 0:00,26.9,0.5,355,4,3.3,0.1,1.9,2557.729545,2837.3,716.1,820.2,4293.9,1607,2047.4,6012.5,1378,719.7,17.9,0.1,43.3,3,1009.4,5.1,1840.393635
Dammam - IAFU,26.394974,50.188715,1/5/2017 0:00,32.3,0.5,344,4,3.6,0.1,1.9,2557.729545,2971,728.4,619,3669.4,1155.8,1156.8,5818.6,1292,451,17.9,0.1,34.6,3,1004.7,5,1616.222569
Dammam - IAFU,26.394974,50.188715,1/9/2017 0:00,33.6,0.5,83,4,2.2,0,1.1,2557.729545,2215.5,98.4,406.3,5997.2,250.2,1067.2,6432.2,249.7,387.4,9.3,0.1,54.6,3,1003.5,5,2445.393651
Dammam - IAFU,26.394974,50.188715,1/10/2017 0:00,30.7,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1668.8,137.6,361.3,5632.9,414.2,923.2,5198.4,340.1,328,12.8990172,3.725552826,59.7,3,1008.7,5.1,2315.536827
Dammam - IAFU,26.394974,50.188715,1/11/2017 0:00,24.5,0.5,330,4,2.6,0.1,1.3,2557.729545,1651.3,95.4,496.7,4544.7,254.2,2067.7,4137.7,194,929.3,12.5,0.1,51.5,3,1014.5,5.1,1927.31948
Dammam - IAFU,26.394974,50.188715,1/3/2018 0:00,23.8,0.5,1,1,2.7,0.1,1.7,2557.729545,2315.9,90.6,723.6,5841.9,223.7,2075.9,6251.9,211.6,760.6,16,0.1,44.6,3,1011.7,5.1,2389.577187
Dammam - IAFU,26.394974,50.188715,1/4/2018 0:00,25.9,0.5,15,4,3.1,0.1,1.7,2557.729545,3132.6,109.3,749.9,3279.8,223.5,2408,5642.3,205.9,1529.4,18.4,0.1,47.7,3,1008.5,5.1,1481.311347
Dammam - IAFU,26.394974,50.188715,1/5/2018 0:00,30.9,0.5,24,4,2.6,0.1,1.6,2557.729545,3409.9,110.1,778.9,4513,207,2181.2,6885.3,206.1,961.5,16.5,0.1,38.7,3,1005.3,5,1919.229526
Dammam - IAFU,26.394974,50.188715,1/6/2018 0:00,35.7,0.5,334,4,3.7,0.1,1.9,2557.729545,2649.2,85.6,500.9,6889.6,245.2,1096.9,7999.6,225.6,274.7,17.1,0.1,30.4,3,998.2,5,2758.584141
Dammam - IAFU,26.394974,50.188715,1/7/2018 0:00,36.1,0.5,335,4,3.3,0.1,1.9,2557.729545,2855.1,97.3,612,6132,214,1386.6,7608.6,230.5,390.9,16,0.1,33.1,3,994.8,5,2489.499642
Dammam - IAFU,26.394974,50.188715,1/8/2018 0:00,35.5,0.5,332,4,1,0.1,1.9,2557.729545,2406.7,82.4,534.2,6500.8,224.5,1379.3,7271.1,212.4,465.8,15.5,0.1,36.3,3,997.1,5,2619.996726
Dammam - IAFU,26.394974,50.188715,1/9/2018 0:00,34.8,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,2129.1,149.2,353.6,5153.2,411.8,993.7,5821.7,374.6,421.7,12.8990172,3.725552826,61.6,3,1002.6,5,2146.004908
Dammam - IAFU,26.394974,50.188715,1/10/2018 0:00,29.6,0.5,54,0,0,0,0,2557.729545,2182,65,300.5,4403.9,139.9,1277.7,5034.3,141.8,722.5,0.5,0,54.9,3,1011.3,5,1879.922274
Dammam - IAFU,26.394974,50.188715,1/11/2018 0:00,24.1,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1575.7,126.5,470.4,3060.4,365.1,1909.4,3239.2,246.7,958.3,12.8990172,3.725552826,71,3,1014.3,5.1,1402.722681
Dammam - IAFU,26.394974,50.188715,1/12/2018 0:00,20.6,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1487.3,113.8,384.2,3629,324.7,1421.9,3323.4,219.1,367.3,12.8990172,3.725552826,70.8,3,1016.7,5.1,1604.907784
Dammam - IAFU,26.394974,50.188715,1/1/2019 0:00,18.2,0.5,0,0,0,0,0,2557.729545,3909.6,282.1,592.1,5.1,0.4,2.2,3912.7,206.1,592.7,0,0,56.8,3,1017.6,5,322.7268426
Dammam - IAFU,26.394974,50.188715,1/2/2019 0:00,17.7,0.5,0,0,0,0,0,2557.729545,3558.3,622.3,1335,817.9,139.5,1759.4,4356.1,298.6,1329.4,0,0,60.1,3,1016.2,5,610.7015638
Dammam - IAFU,26.394974,50.188715,1/3/2019 0:00,19.7,0.5,251,0,0,0,0,2557.729545,2153.9,231.5,898.1,5480.2,1115.2,2835.2,5804.1,870.6,1190.3,0.5,0,53.2,3,1013,5.1,2261.756027
Dammam - IAFU,26.394974,50.188715,1/4/2019 0:00,25.8,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,2642.6,548.4,642.4,3708.9,1096.9,2200.1,5414.5,1139.8,1297.8,12.8990172,3.725552826,52.5,3,1008.9,5.1,1632.979038
Dammam - IAFU,26.394974,50.188715,1/5/2019 0:00,31.5,0.5,0,0,0,0,0,2557.729545,2103.821875,394.7862069,753.3756466,5305.225564,969.9230934,1907.256391,5670.223118,831.2711828,624.7848387,0,0,33.4,3,1005.7,5,2194.47289
Dammam - IAFU,26.394974,50.188715,1/6/2019 0:00,37.4,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,2011.8,492.7,353.7,6482.3,1573.8,737.8,6955.5,1412.3,174.3,12.8990172,3.725552826,34.7,3,999,5,2612.145888
Dammam - IAFU,26.394974,50.188715,1/7/2019 0:00,36,0.5,0,0,0,0,0,2557.729545,2343,298.7,533.2,6820.9,725.4,1185.7,7556.3,894.7,588.7,0,0,32.5,3,995.5,5,2732.427101
Dammam - IAFU,26.394974,50.188715,1/8/2019 0:00,35.6,0.5,0,0,0,0,0,2557.729545,2399.2,190.4,529.7,6436.4,418.9,1215.9,7217.5,571.6,347.8,0,0,40,3,997.4,5,2597.901176
Dammam - IAFU,26.394974,50.188715,1/9/2019 0:00,34.8,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1736.1,133.8,336.3,6412.3,470.4,1164.2,6211.9,389.8,479.5,12.8990172,3.725552826,55.8,3,1001.9,5,2590.977255
Dammam - IAFU,26.394974,50.188715,1/10/2019 0:00,32.3,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1924.3,132.4,270.5,4717.9,326.3,767.1,4947.6,315,366.4,12.8990172,3.725552826,64,3,1008.3,5.1,1991.997265
Dammam - IAFU,26.394974,50.188715,1/11/2019 0:00,23.9,0.5,0,0,0,0,0,2557.729545,1681.9,102.8,391.8,4326.4,438,1752,4036,346.5,781.9,0,0,50.4,3,1014.6,5.1,1849.427785
Dammam - IAFU,26.394974,50.188715,1/12/2019 0:00,20.5,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1305,96.8,290.4,4127.4,367.4,2043.1,3386.7,236.6,877,12.8990172,3.725552826,69.1,3,1015.5,5,1780.778832
Dammam - IAFU,26.394974,50.188715,1/1/2020 0:00,17.4,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1220.2,105.8,417.7,4890.1,406.3,2231.5,3763.8,269.2,1002.4,12.8990172,3.725552826,65.1,3,1016.1,5.1,2050.797164
Dammam - IAFU,26.394974,50.188715,1/2/2020 0:00,18.9,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1787.8,161.8,640.1,4773.4,476.7,2195,4625.1,318,717.4,12.8990172,3.725552826,63,3,1015.8,5.1,2011.410178
Dammam - IAFU,26.394974,50.188715,1/3/2020 0:00,22.1,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,2356.9,639.5,841.7,4538.2,1601,2481.3,5405.4,1229.4,1026.6,12.8990172,3.725552826,63.4,3,1010.6,5.1,1929.201581
Dammam - IAFU,26.394974,50.188715,1/4/2020 0:00,27.4,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,2791.3,730.6,643.5,3349.8,1395.1,2203.5,5326.1,1335.7,1409.1,12.8990172,3.725552826,55.8,3,1007.8,5.1,1506.408257
Dammam - IAFU,26.394974,50.188715,1/5/2020 0:00,31.6,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,2578,228.4,928.7,5504,458.7,2243.1,6731,421.2,733.6,12.8990172,3.725552826,44.5,3,1005,5,2269.501802
Dammam - IAFU,26.394974,50.188715,1/9/2020 0:00,35,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1772.8,456.1,271.4,6173.8,1409.7,717,6065.8,1276.4,302.3,12.8990172,3.725552826,57.5,3,1002.3,5,2506.752226
Dammam - IAFU,26.394974,50.188715,1/10/2020 0:00,29.8,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1335.3,345,274.1,6304.9,1435.5,780.9,5203.7,1054.5,295.4,12.8990172,3.725552826,60.6,3,1009.3,5,2553.4904
Dammam - IAFU,26.394974,50.188715,1/11/2020 0:00,24.9,0.5,141,4,2.6,0.1,1.4,2557.729545,1467.4,390.9,339.1,5083.5,1338.5,1798.3,4243.7,951.3,842.9,12.5,0.1,56,3,1014.7,5.1,2119.329884
Dammam - IAFU,26.394974,50.188715,1/12/2020 0:00,19.9,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1406.2,359.3,338.4,4013.8,1113.2,1573,3443.2,748.8,531.1,12.8990172,3.725552826,68.8,3,1016.8,5.1,1741.02359
Dammam - IAFU,26.394974,50.188715,1/1/2021 0:00,17.6,0.5,314,4,2.9,0.1,1.6,2557.729545,1527.5,479.6,425,5119.4,1509.7,1776.8,4204.4,1040.6,540.7,17.1,0.1,54.6,3,1018,5.1,2132.114073
Dammam - IAFU,26.394974,50.188715,1/2/2021 0:00,19.3,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1573.1,468.2,538.4,4891.3,1505.2,2579.8,4417.5,1098.1,1069.4,12.8990172,3.725552826,68.1,3,1015.2,5.1,2053.384886
Dammam - IAFU,26.394974,50.188715,1/3/2021 0:00,23.2,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,2647.5,660.3,740.5,4159.9,1285.9,2059.3,5530.8,1254.6,966.6,12.8990172,3.725552826,54.8,3,1010.8,5,1794.216069
Dammam - IAFU,26.394974,50.188715,1/4/2021 0:00,27.3,0.5,357,3.7,3.1,0.1,1.8,2557.729545,2608.9,680.3,614.4,5894.7,1648.7,1918.6,6972.2,1463.3,949.1,17.6,0.1,36,3,1009.2,5,2407.571215
Dammam - IAFU,26.394974,50.188715,1/5/2021 0:00,34.5,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,2388.5,677.7,670.7,6397.4,1554.8,1494,7239.9,1479.3,440.7,12.8990172,3.725552826,36.8,3,1002.8,5,2584.744956
Dammam - IAFU,26.394974,50.188715,1/7/2021 0:00,36.5,0.5,35,3.7,2.7,0,1.4,2557.729545,2515.5,597.3,475.3,6682.8,1486.6,1162.6,7612,1501.6,412.3,13.1,0.1,41.1,3,995.7,4.9,2686.022885
Dammam - IAFU,26.394974,50.188715,1/8/2021 0:00,37.4,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,2104.3,141,279.2,6070.1,407.8,741.1,6639.4,407.5,280.4,12.8990172,3.725552826,51.5,3,998.2,5,2469.165729
Dammam - IAFU,26.394974,50.188715,1/9/2021 0:00,34.2,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1653.1,418.5,291,6434.7,1493.9,663.1,6097.1,1224.3,217.8,12.8990172,3.725552826,54.2,3,1001.4,5,2598.031497
Dammam - IAFU,26.394974,50.188715,1/10/2021 0:00,30.5,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1546.7,137.6,335.8,5572.5,385.9,1091.5,5035.1,326,395.8,12.8990172,3.725552826,63.2,3,1008.7,5.1,2294.218453
Dammam - IAFU,26.394974,50.188715,1/11/2021 0:00,25.4,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1358.7,109.5,324.4,4949.9,371.3,1235.9,4065.9,266.4,426.8,12.8990172,3.725552826,61.6,3,1012.9,5.1,2072.031457
Dammam - IAFU,26.394974,50.188715,1/12/2021 0:00,20.4,0.5,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,1441.5,116.1,417,3739.6,336.5,1846.8,3345.5,230.4,710.7,12.8990172,3.725552826,66.9,3,1016.3,5.1,1643.108555
Jazan - University,16.96035,42.545865,1/1/2017 0:00,26.4,0.5,331,3.7,2.8,0.1,1.7,1898.2,503.2,463.7,4808.7,940,1208.1,4845.9,946.5,228.5,9.9,0.1,75.7,3,1013.9,5,4.75745165,342.6390568
Jazan - University,16.96035,42.545865,1/2/2017 0:00,26.6,0.6,344,4.8,3.1,0.1,1.7,2707,776.1,370.5,2575.1,1077.8,1401.3,4480.2,1279.2,919.9,13.3,0.1,73.7,3.7,1013.3,6.2,4.75745165,393.3991174
Jazan - University,16.96035,42.545865,1/5/2017 0:00,27.05404255,0.501276596,174.5859951,3.462407862,2.346805897,0.057002457,1.426658477,2557.729545,2103.821875,394.7862069,753.3756466,5305.225564,969.9230934,1907.256391,5670.223118,831.2711828,624.7848387,12.8990172,3.725552826,37.16,50.09031915,902.6257855,4.75745165,2165.488543
Jazan - University,16.96035,42.545865,1/9/2017 0:00,32.8,0.5,36,4,3,0.1,1.8,2719.6,191.2,261.6,4304,322.2,624.8,6127.2,412.2,296.2,16.8,0.1,70.6,3,1005.7,5,4.75745165,122.1902422
